,dim1,dim2,pathology,filename
0,-2.21412111928e+15,-6.45172446001e+14,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_B9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
1,-1.87747626868e+15,-1.87095964656e+14,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
2,-1.21887313665e+15,-7.78929664098e+14,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T3_72-0_G10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_27.tif
3,-2.09007737975e+15,-1.28011857283e+15,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
4,3.1119949429e+15,-8.08794021482e+14,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T7_168-0_C9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_13.tif
5,-8.53243932317e+14,-3.44837344558e+14,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_G3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_19.tif
6,-5.54699130997e+14,1.8636628865e+15,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
7,4.98986041889e+15,-1.01644769456e+15,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_H8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
8,-2.2476875546e+15,-1.32448369236e+15,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_C2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
9,-2.29303909308e+15,-4.61887433921e+14,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_B1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
10,-1.17540597057e+15,3.03124296365e+14,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
11,2.69545522527e+15,9.57129037666e+14,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
12,-1.61560721852e+15,-3.8342084008e+14,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T4_96-0_D5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_5.tif
13,6.76323750734e+14,3.08329953931e+14,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_H3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_39.tif
14,5.70308564234e+14,-7.21320382034e+14,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T5_120-0_H7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_38.tif
15,4.81919662416e+14,1.35251944203e+14,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_B11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
16,-6.41015896468e+14,-1.55865420049e+14,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_A11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
17,-2.1065401536e+15,2.95035310727e+14,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_H11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
18,8.01513864896e+14,3.39758706013e+13,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_41.tif
19,4.18982672795e+15,2.26763502839e+14,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_E6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_4.tif
20,-2.02775663736e+15,2.75385730144e+14,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_B8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
21,-1.81682836637e+15,-1.26240596519e+15,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_E8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
22,-1.70068975581e+15,6.05821412012e+14,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_H11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_13.tif
23,2.56900440223e+14,-1.0718583646e+14,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_G6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_22.tif
24,-1.2695756841e+15,2.45625794917e+14,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_C12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
25,-9.74306015543e+14,-7.70475665056e+14,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T6_144-0_B9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_30.tif
26,3.63224061917e+15,7.04195206705e+13,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T4_96-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_31.tif
27,-7.737640363e+14,1.2148221953e+15,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T1_24-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
28,2.44411185033e+15,6.77129279641e+14,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_G6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
