,dim1,dim2,pathology,filename
0,-2.24285853268499,0.8314071472606462,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_B9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
1,-2.434046700481213,3.3279693740924805,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
2,-0.8427888120512784,0.28860020617192506,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T3_72-0_G10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_27.tif
3,-1.7201061572514542,-0.19686614764112514,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
4,-0.09081796623517815,-1.0425140991835435,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T7_168-0_C9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_13.tif
5,-0.8689667112130515,-0.13680721725128867,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_G3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_19.tif
6,-0.2594945668086828,0.06354594829255882,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
7,0.19749471404646335,-1.2720150807006698,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_H8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
8,-1.3073654391945644,-0.6698557793148846,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_C2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
9,-2.3698031039227585,0.19849671918914752,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_B1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
10,-0.5480802609482812,1.1385068496069823,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
11,0.48349585885705243,-1.464444189111208,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
12,-0.5163623451887016,0.33502186825659386,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T4_96-0_D5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_5.tif
13,0.7282478582870817,-1.560131486040258,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_H3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_39.tif
14,-0.6468308209347904,-0.7666322834864167,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T5_120-0_H7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_38.tif
15,-0.3331758796345682,-0.6920626841912174,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_B11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
16,-0.8190160486223688,-0.1449674536379816,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_A11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
17,-0.13470302894262573,6.9959158923813956,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_H11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
18,-1.484601034429483,0.3774313888126252,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_41.tif
19,0.15719488105520793,-1.2025180590508044,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_E6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_4.tif
20,-2.3425440933581063,3.039883910535234,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_B8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
21,-1.5272664757430319,0.020233428426471904,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_E8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
22,-2.7274009006419826,2.295565024814542,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_H11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_13.tif
23,-0.6494602031621108,-0.6261564138440322,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_G6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_22.tif
24,-2.685679875058773,1.0902124756819451,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_C12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
25,-0.83013127585604,-0.6874605428162575,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T6_144-0_B9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_30.tif
26,0.2453157774122508,-1.2796038098775089,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T4_96-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_31.tif
27,0.9309021495295678,-0.7269827086486013,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T1_24-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
28,0.13975341489077503,-1.3384553790732814,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_G6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
29,-0.8640788465110077,-0.34575667526523846,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_H10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
30,-0.7912164813139203,-0.8983196764800838,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_E8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_7.tif
31,-1.4034307474340073,-0.03605623844982085,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_H3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
