,dim1,dim2,pathology,filename
0,-1558342131875136.8,-980802361934254.6,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_B9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
1,-85275651103557.97,-1477032704004476.2,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
2,-1878811166048861.2,150019943924894.75,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T3_72-0_G10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_27.tif
3,-2277190849252487.0,-52508434392723.64,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
4,-1597306794678523.8,501055604631049.5,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T7_168-0_C9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_13.tif
5,-897563980548935.1,-43588104069517.9,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_G3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_19.tif
6,2506254410305817.5,-91550837029691.05,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
7,-1304614095063368.5,547133344878130.5,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_H8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
8,-2367381713104019.5,195346263100662.2,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_C2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
9,-1361912857143140.0,-643713587622055.6,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_B1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_17.tif
